C0	geo	text	user	location	entities	sentiment	country
10182	Diamond Princess	Cruise Ship	35.4437	139.638	2020-02-12	175	0
10183	Jiangsu	China	32.9711	119.455	2020-02-12	543	0
10184	Chongqing	China	30.0572	107.874	2020-02-12	518	3
10185	Sichuan	China	30.6171	102.7103	2020-02-12	436	1
10186	Heilongjiang	China	47.861999999999995	127.7615	2020-02-12	378	8
10187	Denmark	Denmark	56.2639	9.5018	2020-02-12	0	0
10188	Beijing	China	40.1824	116.4142	2020-02-12	352	3
10189	Shanghai	China	31.201999999999998	121.4491	2020-02-12	311	1
10190	Hebei	China	39.549	116.1306	2020-02-12	251	2
10191	Fujian	China	26.0789	117.9874	2020-02-12	272	0
10192	Guangxi	China	23.8298	108.7881	2020-02-12	222	1
10193	Shaanxi	China	35.1917	108.8701	2020-02-12	225	0
10194	Yunnan	China	24.974	101.48700000000001	2020-02-12	154	0
10195	Hainan	China	19.1959	109.7453	2020-02-12	157	4
10196	Guizhou	China	26.8154	106.8748	2020-02-12	133	1
10197	Tianjin	China	39.3054	117.323	2020-02-12	112	2
10198	Shanxi	China	37.5777	112.2922	2020-02-12	126	0
10199	Gansu	China	37.8099	101.0583	2020-02-12	87	2
10200	Hong Kong	China	22.3	114.2	2020-02-12	50	1
10201	Liaoning	China	41.2956	122.6085	2020-02-12	116	1
10202	Jilin	China	43.6661	126.1923	2020-02-12	83	1
10203		Czechia	49.8175	15.472999999999999	2020-02-12	0	0
10204	Xinjiang	China	41.1129	85.2401	2020-02-12	59	0
10205	Inner Mongolia	China	44.0935	113.9448	2020-02-12	60	0
10206	Ningxia	China	37.2692	106.1655	2020-02-12	58	0
10207		Taiwan*	23.7	121.0	2020-02-12	18	0
10208		Vietnam	16.0	108.0	2020-02-12	15	0
10209		Russia	60.0	90.0	2020-02-12	2	0
10210	Qinghai	China	35.7452	95.9956	2020-02-12	18	0
10211	Macau	China	22.1667	113.55	2020-02-12	10	0
10212		Moldova	47.4116	28.3699	2020-02-12	0	0
10213		Bolivia	-16.2902	-63.5887	2020-02-12	0	0
10214	Faroe Islands	Denmark	61.8926	-6.9118	2020-02-12	0	0
10215	St Martin	France	18.0708	-63.0501	2020-02-12	0	0
10216		Honduras	15.2	-86.2419	2020-02-12	0	0
10217	Channel Islands	United Kingdom	49.3723	-2.3644	2020-02-12	0	0
10218	New Brunswick	Canada	46.5653	-66.4619	2020-02-12	0	0
10219	Tibet	China	31.6927	88.0924	2020-02-12	1	0
10220		Congo (Kinshasa)	-4.0383	21.7587	2020-02-12	0	0
10221		Cote d'Ivoire	7.54	-5.5471	2020-02-12	0	0
10222	Saint Barthelemy	France	17.9	-62.8333	2020-02-12	0	0
10223		Jamaica	18.1096	-77.2975	2020-02-12	0	0
10224		Turkey	38.9637	35.2433	2020-02-12	0	0
10225	Gibraltar	United Kingdom	36.1408	-5.3536	2020-02-12	0	0
10226	"Kitsap	 WA"	US	47.6477	-122.6413	2020-02-12	0
10227	"Solano	 CA"	US	38.3105	-121.9018	2020-02-12	0
10228	"Santa Cruz	 CA"	US	37.0454	-121.958	2020-02-12	0
10229	"Napa	 CA"	US	38.5025	-122.2654	2020-02-12	0
10230	"Ventura	 CA"	US	34.3705	-119.1391	2020-02-12	0
10231	"Worcester	 MA"	US	42.4097	-71.8571	2020-02-12	0
10232	"Gwinnett	 GA"	US	33.9191	-84.0167	2020-02-12	0
10233	"DeKalb	 GA"	US	33.7956	-84.2279	2020-02-12	0
10234	"Floyd	 GA"	US	37.5455	-82.7779	2020-02-12	0
10235	"Fayette	 GA"	US	33.4502	-84.4803	2020-02-12	0
10236	"Gregg	 TX"	US	32.4893	-94.8521	2020-02-12	0
10237	"Monmouth	 NJ"	US	40.2589	-74.124	2020-02-12	0
10238	"Burlington	 NJ"	US	40.0712	-74.8649	2020-02-12	0
10239	"Camden	 NJ"	US	39.9259	-75.1196	2020-02-12	0
10240	"Passaic	 NJ"	US	40.8568	-74.1285	2020-02-12	0
10241	"Union	 NJ"	US	40.6976	-74.2632	2020-02-12	0
10242	"Eagle	 CO"	US	39.6553	-106.8287	2020-02-12	0
10243	"Larimer	 CO"	US	40.6956	-105.5943	2020-02-12	0
10244	"Arapahoe	 CO"	US	39.6203	-104.3326	2020-02-12	0
10245	"Gunnison	 CO"	US	38.5458	-106.9253	2020-02-12	0
10246	"Kane	 IL"	US	41.9879	-88.4016	2020-02-12	0
10247	"Monroe	 PA"	US	41.0458	-75.2479	2020-02-12	0
10248	"Philadelphia	 PA"	US	39.9526	-75.1652	2020-02-12	0
10249	"Norfolk	 VA"	US	36.8508	-76.2859	2020-02-12	0
10250	"Arlington	 VA"	US	38.8816	-77.09100000000001	2020-02-12	0
10251	"Spotsylvania	 VA"	US	38.2042	-77.6078	2020-02-12	0
10252	"Loudoun	 VA"	US	39.0768	-77.6536	2020-02-12	0
10253	"Prince George's	 MD"	US	38.7849	-76.8721	2020-02-12	0
10254	"Pottawattamie	 IA"	US	41.3912	-95.4778	2020-02-12	0
10255	"Camden	 NC"	US	34.2465	-80.607	2020-02-12	0
10256	"Pima	 AZ"	US	32.0575	-111.6661	2020-02-12	0
10257	"Noble	 IN"	US	41.4277	-85.355	2020-02-12	0
10258	"Adams	 IN"	US	39.8522	-77.2865	2020-02-12	0
10259	"Boone	 IN"	US	40.0106	-86.4997	2020-02-12	0
10260	"Dane	 WI"	US	43.0186	-89.5498	2020-02-12	0
10261	"Pierce	 WI"	US	44.7509	-92.3814	2020-02-12	0
10262	"Cuyahoga	 OH"	US	41.4339	-81.6758	2020-02-12	0
10263	"Weber	 UT"	US	41.2603	-111.9522	2020-02-12	0
10264	"Bennington County	 VT"	US	43.0279	-73.135	2020-02-12	0
10265	"Carver County	 MN"	US	44.8254	-93.7842	2020-02-12	0
10266	"Charlotte County	 FL"	US	26.8946	-81.9098	2020-02-12	0
10267	"Cherokee County	 GA"	US	34.2515	-84.4803	2020-02-12	0
10268	"Collin County	 TX"	US	33.1795	-96.493	2020-02-12	0
10269	"Jefferson County	 KY"	US	38.1938	-85.6435	2020-02-12	0
10270	"Jefferson Parish	 LA"	US	29.6499	-90.1121	2020-02-12	0
10271	"Shasta County	 CA"	US	40.7909	-121.8474	2020-02-12	0
10272	"Spartanburg County	 SC"	US	34.8606	-81.9535	2020-02-12	0
10273	"Harrison County	 KY"	US	38.4333	-84.3542	2020-02-12	0
10274	"Johnson County	 IA"	US	41.6699	-91.5984	2020-02-12	0
10275	"Berkshire County	 MA"	US	42.3118	-73.1822	2020-02-12	0
10276	"Davidson County	 TN"	US	36.1343	-86.822	2020-02-12	0
10277	"Douglas County	 OR"	US	43.1261	-123.2492	2020-02-12	0
10278	"Fresno County	 CA"	US	36.9859	-119.2321	2020-02-12	0
10279	"Harford County	 MD"	US	39.5839	-76.3637	2020-02-12	0
10280	"Hendricks County	 IN"	US	39.8065	-86.5401	2020-02-12	0
10281	"Hudson County	 NJ"	US	40.7453	-74.0535	2020-02-12	0
10282	"Johnson County	 KS"	US	38.8454	-94.8521	2020-02-12	0
10283	"Kittitas County	 WA"	US	47.175	-120.9319	2020-02-12	0
10284	"Manatee County	 FL"	US	27.4799	-82.3452	2020-02-12	0
10285	"Marion County	 OR"	US	44.8446	-122.5927	2020-02-12	0
10286	"Okaloosa County	 FL"	US	30.5773	-86.6611	2020-02-12	0
10287	"Polk County	 GA"	US	34.0132	-85.1479	2020-02-12	0
10288	"Riverside County	 CA"	US	33.9533	-117.3961	2020-02-12	0
10289	"Shelby County	 TN"	US	35.1269	-89.9253	2020-02-12	0
10290	"St. Louis County	 MO"	US	38.6103	-90.4125	2020-02-12	0
10291	"Suffolk County	 NY"	US	40.9849	-72.6151	2020-02-12	0
10292	"Ulster County	 NY"	US	41.8586	-74.3118	2020-02-12	0
10293	"Volusia County	 FL"	US	29.028000000000002	-81.0755	2020-02-12	0
10294	"Fairfax County	 VA"	US	38.9085	-77.2405	2020-02-12	0
10295	"Rockingham County	 NH"	US	42.9931	-71.0498	2020-02-12	0
10296	"Washington	 D.C."	US	38.9072	-77.0369	2020-02-12	0
10297	"Montgomery County	 PA"	US	40.229	-75.3879	2020-02-12	0
10298	"Alameda County	 CA"	US	37.6017	-121.7195	2020-02-12	0
10299	"Broward County	 FL"	US	26.1901	-80.3659	2020-02-12	0
10300	"Lee County	 FL"	US	26.663	-81.9535	2020-02-12	0
10301	"Pinal County	 AZ"	US	32.8162	-111.2845	2020-02-12	0
10302	"Rockland County	 NY"	US	41.1489	-73.983	2020-02-12	0
10303	"Saratoga County	 NY"	US	43.0324	-73.936	2020-02-12	0
10304	"Charleston County	 SC"	US	32.7957	-79.7848	2020-02-12	0
10305	"Clark County	 WA"	US	45.7466	-122.5194	2020-02-12	0
10306	"Cobb County	 GA"	US	33.8999	-84.5641	2020-02-12	0
10307	"Davis County	 UT"	US	40.9629	-112.0953	2020-02-12	0
10308	"El Paso County	 CO"	US	38.9108	-104.4723	2020-02-12	0
10309	"Honolulu County	 HI"	US	21.307	-157.8584	2020-02-12	0
10310	"Jackson County	 OR "	US	42.3345	-122.7647	2020-02-12	0
10311	"Jefferson County	 WA"	US	47.7425	-123.304	2020-02-12	0
10312	"Kershaw County	 SC"	US	34.3672	-80.5883	2020-02-12	0
10313	"Klamath County	 OR"	US	42.6953	-121.6142	2020-02-12	0
10314	"Madera County	 CA"	US	37.2519	-119.6963	2020-02-12	0
10315	"Pierce County	 WA"	US	47.0676	-122.1295	2020-02-12	0
10316	"Tulsa County	 OK"	US	36.1593	-95.941	2020-02-12	0
10317	"Douglas County	 CO"	US	39.2587	-104.9389	2020-02-12	0
10318	"Providence County	 RI"	US	41.8882	-71.4774	2020-02-12	0
10319	"Chatham County	 NC"	US	35.7211	-79.1781	2020-02-12	0
10320	"Delaware County	 PA"	US	39.9078	-75.3879	2020-02-12	0
10321	"Douglas County	 NE"	US	41.3148	-96.1951	2020-02-12	0
10322	"Fayette County	 KY"	US	38.0606	-84.4803	2020-02-12	0
10323	"Marion County	 IN"	US	39.8362	-86.1752	2020-02-12	0
10324	"Middlesex County	 MA"	US	42.4672	-71.2874	2020-02-12	0
10325	"Nassau County	 NY"	US	40.6546	-73.5594	2020-02-12	0
10326	"Ramsey County	 MN"	US	44.9964	-93.0616	2020-02-12	0
10327	"Washoe County	 NV"	US	40.5608	-119.6035	2020-02-12	0
10328	"Wayne County	 PA"	US	41.6739	-75.2479	2020-02-12	0
10329	"Yolo County	 CA"	US	38.7646	-121.9018	2020-02-12	0
10330	"Santa Clara County	 CA"	US	37.3541	-121.9552	2020-02-12	2
10331	"Clark County	 NV"	US	36.0796	-115.094	2020-02-12	0
10332	"Fort Bend County	 TX"	US	29.5693	-95.8143	2020-02-12	0
10333	"Grant County	 WA"	US	47.1981	-119.3732	2020-02-12	0
10334	"Santa Rosa County	 FL"	US	30.769000000000002	-86.9824	2020-02-12	0
10335	"Williamson County	 TN"	US	35.9179	-86.8622	2020-02-12	0
10336	"New York County	 NY"	US	40.7128	-74.006	2020-02-12	0
10337	"Montgomery County	 MD"	US	39.1547	-77.2405	2020-02-12	0
10338	"Suffolk County	 MA"	US	42.3601	-71.0589	2020-02-12	1
10339	"Denver County	 CO"	US	39.7392	-104.9903	2020-02-12	0
10340	"Summit County	 CO"	US	39.5912	-106.064	2020-02-12	0
10341	"Bergen County	 NJ"	US	40.9263	-74.077	2020-02-12	0
10342	"Harris County	 TX"	US	29.7752	-95.3103	2020-02-12	0
10343	"San Francisco County	 CA"	US	37.7749	-122.4194	2020-02-12	0
10344	"Contra Costa County	 CA"	US	37.8534	-121.9018	2020-02-12	0
10345	"Orange County	 CA"	US	33.7879	-117.8531	2020-02-12	1
10346	"Norfolk County	 MA"	US	42.1767	-71.1449	2020-02-12	0
10347	"Maricopa County	 AZ"	US	33.2918	-112.4291	2020-02-12	1
10348	"Wake County	 NC"	US	35.8032	-78.5661	2020-02-12	0
10349	"Westchester County	 NY"	US	41.122	-73.7949	2020-02-12	0
10350	"Grafton County	 NH"	US	43.9088	-71.82600000000001	2020-02-12	0
10351	"Hillsborough	 FL"	US	27.9904	-82.3018	2020-02-12	0
10352	"Placer County	 CA"	US	39.0916	-120.8039	2020-02-12	0
10353	"San Mateo	 CA"	US	37.563	-122.3255	2020-02-12	0
10354	"Sonoma County	 CA"	US	38.578	-122.9888	2020-02-12	0
10355	"Umatilla	 OR"	US	45.775	-118.7606	2020-02-12	0
10356	"Fulton County	 GA"	US	33.8034	-84.3963	2020-02-12	0
10357	"Washington County	 OR"	US	45.547	-123.1386	2020-02-12	0
10358	"Snohomish County	 WA"	US	48.033	-121.8339	2020-02-12	0
10359	"Humboldt County	 CA"	US	40.745	-123.8695	2020-02-12	0
10360	"Sacramento County	 CA"	US	38.4747	-121.3542	2020-02-12	0
10361	"San Diego County	 CA"	US	32.7157	-117.1611	2020-02-12	1
10362	"San Benito	 CA"	US	36.5761	-120.9876	2020-02-12	2
10363	"Los Angeles	 CA"	US	34.0522	-118.2437	2020-02-12	1
10364	"King County	 WA"	US	47.6062	-122.3321	2020-02-12	1
10365	"Cook County	 IL"	US	41.7377	-87.6976	2020-02-12	2
10366	"Skagit	 WA"	US	48.4242	-121.7114	2020-02-12	0
10367	"Thurston	 WA"	US	46.8646	-122.7696	2020-02-12	0
10368	"Island	 WA"	US	48.1976	-122.5795	2020-02-12	0
10369	"Whatcom	 WA"	US	48.8787	-121.9719	2020-02-12	0
10370	"Marin	 CA"	US	38.0834	-122.7633	2020-02-12	0
10371	"Calaveras	 CA"	US	38.196	-120.6805	2020-02-12	0
10372	"Stanislaus	 CA"	US	37.5091	-120.9876	2020-02-12	0
10373	"San Joaquin	 CA"	US	36.6066	-120.189	2020-02-12	0
10374	"Essex	 MA"	US	42.632	-70.7829	2020-02-12	0
10375	"Charlton	 GA"	US	30.7917	-82.0843	2020-02-12	0
10376	"Collier	 FL"	US	26.07	-81.4279	2020-02-12	0
10377	"Pinellas	 FL"	US	27.8764	-82.7779	2020-02-12	0
10378	"Alachua	 FL"	US	29.7938	-82.4944	2020-02-12	0
10379	"Nassau	 FL"	US	30.5927	-81.8224	2020-02-12	0
10380	"Pasco	 FL"	US	28.3232	-82.4319	2020-02-12	0
10381	"Dallas	 TX"	US	32.7767	-96.79700000000001	2020-02-12	0
10382	"Tarrant	 TX"	US	32.7732	-97.3517	2020-02-12	0
10383	"Montgomery	 TX"	US	30.3883	-95.6963	2020-02-12	0
10384	"Middlesex	 NJ"	US	40.5726	-74.4927	2020-02-12	0
10385	"Jefferson	 CO"	US	39.58	-105.2663	2020-02-12	0
10386	"Multnomah	 OR"	US	45.5146	-122.5863	2020-02-12	0
10387	"Polk	 OR"	US	44.9267	-123.4919	2020-02-12	0
10388	"Deschutes	 OR"	US	43.8325	-121.2617	2020-02-12	0
10389	"McHenry	 IL"	US	42.3334	-88.2668	2020-02-12	0
10390	"Lake	 IL"	US	42.3689	-87.8272	2020-02-12	0
10391	"Bucks	 PA"	US	40.4108	-75.2479	2020-02-12	0
10392	"Hanover	 VA"	US	37.7772	-77.5161	2020-02-12	0
10393	"Lancaster	 SC"	US	34.7253	-80.6771	2020-02-12	0
10394	"Sullivan	 TN"	US	36.4933	-82.3452	2020-02-12	0
10395	"Johnson	 IN"	US	39.4638	-86.1345	2020-02-12	0
10396	"Howard	 IN"	US	40.4483	-86.1345	2020-02-12	0
10397	"St. Joseph	 IN"	US	41.6228	-86.3377	2020-02-12	0
10398	"Knox	 NE"	US	42.6712	-97.8722	2020-02-12	0
10399	"Stark	 OH"	US	40.8685	-81.2519	2020-02-12	0
10400	"Anoka	 MN"	US	45.3293	-93.2197	2020-02-12	0
10401	"Olmsted	 MN"	US	43.9952	-92.3814	2020-02-12	0
10402	"Summit	 UT"	US	40.8298	-110.9984	2020-02-12	0
10403	"Fairfield	 CT"	US	41.256	-73.3709	2020-02-12	0
10404	"Litchfield	 CT"	US	41.7866	-73.2765	2020-02-12	0
10405	"Orleans	 LA"	US	29.9511	-90.0715	2020-02-12	0
10406	"Pennington	 SD"	US	43.8901	-102.2548	2020-02-12	0
10407	"Beadle	 SD"	US	44.4797	-98.2213	2020-02-12	0
10408	"Charles Mix	 SD"	US	43.0985	-98.3965	2020-02-12	0
10409	"Davison	 SD"	US	43.7242	-98.2213	2020-02-12	0
10410	"Minnehaha	 SD"	US	43.6632	-96.8351	2020-02-12	0
10411	"Bon Homme	 SD"	US	42.9815	-97.8722	2020-02-12	0
10412	"Socorro	 NM"	US	33.8837	-106.7235	2020-02-12	0
10413	"Bernalillo	 NM"	US	35.0178	-106.6291	2020-02-12	0
10414	"Oakland	 MI"	US	42.5922	-83.3362	2020-02-12	0
10415	"Wayne	 MI"	US	42.2791	-83.3362	2020-02-12	0
10416	"New Castle	 DE"	US	39.5393	-75.6674	2020-02-12	0
10417		Cuba	22.0	-80.0	2020-02-12	0	0
10418		Guyana	5.0	-58.75	2020-02-12	0	0
10419	Australian Capital Territory	Australia	-35.4735	149.0124	2020-02-12	0	0
10420	United Kingdom	United Kingdom	55.3781	-3.4360000000000004	2020-02-12	9	0
10421		Kazakhstan	48.0196	66.9237	2020-02-12	0	0
10422	French Polynesia	France	-17.6797	149.4068	2020-02-12	0	0
10423	Manitoba	Canada	53.7609	-98.8139	2020-02-12	0	0
10424	Saskatchewan	Canada	52.9399	-106.4509	2020-02-12	0	0
10425		Ethiopia	9.145	40.4897	2020-02-12	0	0
10426		Sudan	12.8628	30.2176	2020-02-12	0	0
10427		Guinea	9.9456	-9.6966	2020-02-12	0	0
10428	Grand Princess	Canada	37.6489	-122.6655	2020-02-12	0	0
10429		Kenya	-0.0236	37.9062	2020-02-12	0	0
10430		Antigua and Barbuda	17.0608	-61.7964	2020-02-12	0	0
10431	Alabama	US	32.3182	-86.9023	2020-02-12	0	0
10432		Uruguay	-32.5228	-55.7658	2020-02-12	0	0
10433		Ghana	7.9465	-1.0232	2020-02-12	0	0
10434	Puerto Rico	US	18.2208	-66.5901	2020-02-12	0	0
10435		Namibia	-22.9576	18.4904	2020-02-12	0	0
10436		Seychelles	-4.6796	55.492	2020-02-12	0	0
10437		Trinidad and Tobago	10.6918	-61.2225	2020-02-12	0	0
10438		Venezuela	6.4238	-66.5897	2020-02-12	0	0
10439		Eswatini	-26.5225	31.4659	2020-02-12	0	0
10440		Gabon	-0.8037	11.6094	2020-02-12	0	0
10441		Guatemala	15.7835	-90.2308	2020-02-12	0	0
10442		Mauritania	21.0079	10.9408	2020-02-12	0	0
10443		Rwanda	-1.9403	29.8739	2020-02-12	0	0
10444		Saint Lucia	13.9094	-60.9789	2020-02-12	0	0
10445		Saint Vincent and the Grenadines	12.9843	-61.2872	2020-02-12	0	0
10446		Suriname	3.9193	-56.0278	2020-02-12	0	0
10447	French Guiana	France	3.9339	-53.1258	2020-02-12	0	0
10448	Guam	US	13.4443	144.7937	2020-02-12	0	0
10449		Kosovo	42.6026	20.903000000000002	2020-02-12	0	0
10450	Newfoundland and Labrador	Canada	53.1355	-57.6604	2020-02-12	0	0
10451	Prince Edward Island	Canada	46.5107	-63.4168	2020-02-12	0	0
10452		Central African Republic	6.6111	20.9394	2020-02-12	0	0
10453		Congo (Brazzaville)	-4.0383	21.7587	2020-02-12	0	0
10454		Equatorial Guinea	1.5	10.0	2020-02-12	0	0
10455	Mayotte	France	-12.8275	45.1662	2020-02-12	0	0
10456		Uzbekistan	41.3775	64.5853	2020-02-12	0	0
10457	Netherlands	Netherlands	52.1326	5.2913	2020-02-12	0	0
10458	Nova Scotia	Canada	44.681999999999995	-63.7443	2020-02-12	0	0
10459	Guadeloupe	France	16.25	-61.5833	2020-02-12	0	0
10460		Benin	9.3077	2.3158	2020-02-12	0	0
10461		Liberia	6.4281	-9.4295	2020-02-12	0	0
10462	Curacao	Netherlands	12.1696	-68.99	2020-02-12	0	0
10463		Somalia	5.1521	46.1996	2020-02-12	0	0
10464		Tanzania	-6.369	34.8888	2020-02-12	0	0
10465	Virgin Islands	US	18.3358	-64.8963	2020-02-12	0	0
10466	Cayman Islands	United Kingdom	19.3133	-81.2546	2020-02-12	0	0
10467	Reunion	France	-21.1351	55.2471	2020-02-12	0	0
10468		Barbados	13.1939	-59.5432	2020-02-12	0	0
10469		Montenegro	42.5	19.3	2020-02-12	0	0
10470		Kyrgyzstan	41.2044	74.7661	2020-02-12	0	0
10471		Mauritius	-20.2	57.5	2020-02-12	0	0
10472	Aruba	Netherlands	12.5186	-70.0358	2020-02-12	0	0
10473		Zambia	-15.4167	28.2833	2020-02-12	0	0
10474		Djibouti	11.8251	42.5903	2020-02-12	0	0
10475		"Gambia	 The"	13.4432	-15.3101	2020-02-12	0
10476	Montserrat	United Kingdom	16.7425	-62.1874	2020-02-12	0	0
10477		"Bahamas	 The"	25.0343	-77.3963	2020-02-12	0
10478	Greenland	Denmark	71.7069	-42.6043	2020-02-12	0	0
10479	New Caledonia	France	-20.9043	165.618	2020-02-12	0	0
10480	Bermuda	United Kingdom	32.3078	-64.7505	2020-02-12	0	0
10481		Chad	15.4542	18.7322	2020-02-12	0	0
10482		El Salvador	13.7942	-88.8965	2020-02-12	0	0
10483		Fiji	-17.7134	178.065	2020-02-12	0	0
10484		Nicaragua	12.8654	-85.2072	2020-02-12	0	0
10485		Madagascar	-18.7669	46.8691	2020-02-12	0	0
10486		Haiti	18.9712	-72.2852	2020-02-12	0	0
10487		Angola	-11.2027	17.8739	2020-02-12	0	0
10488		Cabo Verde	16.5388	-23.0418	2020-02-12	0	0
10489	Sint Maarten	Netherlands	18.0425	-63.0548	2020-02-12	0	0
10490		Niger	17.6078	8.0817	2020-02-12	0	0
10491		Papua New Guinea	-6.315	143.9555	2020-02-12	0	0
10492	Isle of Man	United Kingdom	54.2361	-4.5481	2020-02-12	0	0
10493		Zimbabwe	-20.0	30.0	2020-02-12	0	0
10494		Thailand	15.0	101.0	2020-02-13	33	0
10495		Japan	36.0	138.0	2020-02-13	28	1
10496		Singapore	1.2833	103.8333	2020-02-13	58	0
10497		Nepal	28.1667	84.25	2020-02-13	1	0
10498		Malaysia	2.5	112.5	2020-02-13	19	0
10499	British Columbia	Canada	49.2827	-123.1207	2020-02-13	4	0
10500	New South Wales	Australia	-33.8688	151.2093	2020-02-13	4	0
10501	Victoria	Australia	-37.8136	144.9631	2020-02-13	4	0
10502	Queensland	Australia	-28.0167	153.4	2020-02-13	5	0
10503		Cambodia	11.55	104.9167	2020-02-13	1	0
10504		Sri Lanka	7.0	81.0	2020-02-13	1	0
10505		Germany	51.0	9.0	2020-02-13	16	0
10506		Finland	64.0	26.0	2020-02-13	1	0
10507		United Arab Emirates	24.0	54.0	2020-02-13	8	0
10508		Philippines	13.0	122.0	2020-02-13	3	1
10509		India	21.0	78.0	2020-02-13	3	0
10510		Italy	43.0	12.0	2020-02-13	3	0
10511		Sweden	63.0	16.0	2020-02-13	1	0
10512		Spain	40.0	-4.0	2020-02-13	2	0
10513	South Australia	Australia	-34.9285	138.6007	2020-02-13	2	0
10514		Belgium	50.8333	4.0	2020-02-13	1	0
10515		Egypt	26.0	30.0	2020-02-13	0	0
10516	From Diamond Princess	Australia	35.4437	139.638	2020-02-13	0	0
10517		Lebanon	33.8547	35.8623	2020-02-13	0	0
10518		Iraq	33.0	44.0	2020-02-13	0	0
10519		Oman	21.0	57.0	2020-02-13	0	0
10520		Afghanistan	33.0	65.0	2020-02-13	0	0
10521		Bahrain	26.0275	50.55	2020-02-13	0	0
10522		Kuwait	29.5	47.75	2020-02-13	0	0
10523		Algeria	28.0339	1.6596	2020-02-13	0	0
10524		Croatia	45.1	15.2	2020-02-13	0	0
10525		Switzerland	46.8182	8.2275	2020-02-13	0	0
10526		Austria	47.5162	14.5501	2020-02-13	0	0
10527		Israel	31.0	35.0	2020-02-13	0	0
10528		Pakistan	30.3753	69.3451	2020-02-13	0	0
10529		Brazil	-14.235	-51.9253	2020-02-13	0	0
10530		Georgia	42.3154	43.3569	2020-02-13	0	0
10531		Greece	39.0742	21.8243	2020-02-13	0	0
10532		North Macedonia	41.6086	21.7453	2020-02-13	0	0
10533		Norway	60.472	8.4689	2020-02-13	0	0
10534		Romania	45.9432	24.9668	2020-02-13	0	0
10535		Estonia	58.5953	25.0136	2020-02-13	0	0
10536		San Marino	43.9424	12.4578	2020-02-13	0	0
10537		Belarus	53.7098	27.9534	2020-02-13	0	0
10538		Iceland	64.9631	-19.0208	2020-02-13	0	0
10539		Lithuania	55.1694	23.8813	2020-02-13	0	0
10540		Mexico	23.6345	-102.5528	2020-02-13	0	0
10541		New Zealand	-40.9006	174.886	2020-02-13	0	0
10542		Nigeria	9.082	8.6753	2020-02-13	0	0
10543	Western Australia	Australia	-31.9505	115.8605	2020-02-13	0	0
10544		Ireland	53.1424	-7.6921	2020-02-13	0	0
10545		Luxembourg	49.8153	6.1296	2020-02-13	0	0
10546		Monaco	43.7333	7.4167	2020-02-13	0	0
10547		Qatar	25.3548	51.1839	2020-02-13	0	0
10548		Ecuador	-1.8312	-78.1834	2020-02-13	0	0
10549		Azerbaijan	40.1431	47.5769	2020-02-13	0	0
10550		Armenia	40.0691	45.0382	2020-02-13	0	0
10551		Dominican Republic	18.7357	-70.1627	2020-02-13	0	0
10552		Indonesia	-0.7893	113.9213	2020-02-13	0	0
10553		Portugal	39.3999	-8.2245	2020-02-13	0	0
10554		Andorra	42.5063	1.5218	2020-02-13	0	0
10555	Tasmania	Australia	-41.4545	145.9707	2020-02-13	0	0
10556		Latvia	56.8796	24.6032	2020-02-13	0	0
10557		Morocco	31.7917	-7.0926	2020-02-13	0	0
10558		Saudi Arabia	24.0	45.0	2020-02-13	0	0
10559		Senegal	14.4974	-14.4524	2020-02-13	0	0
10560		Argentina	-38.4161	-63.6167	2020-02-13	0	0
10561		Chile	-35.6751	-71.543	2020-02-13	0	0
10562		Jordan	31.24	36.51	2020-02-13	0	0
10563		Ukraine	48.3794	31.1656	2020-02-13	0	0
10564		Hungary	47.1625	19.5033	2020-02-13	0	0
10565	Northern Territory	Australia	-12.4634	130.8456	2020-02-13	0	0
10566		Liechtenstein	47.14	9.55	2020-02-13	0	0
10567		Poland	51.9194	19.1451	2020-02-13	0	0
10568		Tunisia	34.0	9.0	2020-02-13	0	0
10569		Bosnia and Herzegovina	43.9159	17.6791	2020-02-13	0	0
10570		Slovenia	46.1512	14.9955	2020-02-13	0	0
10571		South Africa	-30.5595	22.9375	2020-02-13	0	0
10572		Bhutan	27.5142	90.4336	2020-02-13	0	0
10573		Cameroon	3.8480000000000003	11.5021	2020-02-13	0	0
10574		Colombia	4.5709	-74.2973	2020-02-13	0	0
10575		Costa Rica	9.7489	-83.7534	2020-02-13	0	0
10576		Peru	-9.19	-75.0152	2020-02-13	0	0
10577		Serbia	44.0165	21.0059	2020-02-13	0	0
10578		Slovakia	48.669	19.699	2020-02-13	0	0
10579		Togo	8.6195	0.8248	2020-02-13	0	0
10580		Malta	35.9375	14.3754	2020-02-13	0	0
10581		Martinique	14.6415	-61.0242	2020-02-13	0	0
10582		Bulgaria	42.7339	25.4858	2020-02-13	0	0
10583		Maldives	3.2028	73.2207	2020-02-13	0	0
10584		Bangladesh	23.685	90.3563	2020-02-13	0	0
10585		Paraguay	-23.4425	-58.4438	2020-02-13	0	0
10586	Ontario	Canada	51.2538	-85.3232	2020-02-13	3	0
10587	Alberta	Canada	53.9333	-116.5765	2020-02-13	0	0
10588	Quebec	Canada	52.9399	-73.5491	2020-02-13	0	0
10589		Albania	41.1533	20.1683	2020-02-13	0	0
10590		Cyprus	35.1264	33.4299	2020-02-13	0	0
10591		Brunei	4.5353	114.7277	2020-02-13	0	0
10592	Washington	US	47.4009	-121.4905	2020-02-13	0	0
10593	New York	US	42.1657	-74.9481	2020-02-13	0	0
